seed_country_id,initial_prevalence,R0,beta,mu,num_simulations,mean_final_attack_rate,std_final_attack_rate,mean_peak_infected,mean_peak_infected_rate,mean_countries_reached_max,std_countries_reached_max,mean_steps_run
3,0.001,5,0.2,0.04,1,0.9919020198011103,,2549800286.0,0.3466815400544956,225.0,,365.0
